source,target,value,source_label,target_label,step_from,step_to
0,7,7,User Namespace Edits,Female,1,2
4,7,119,Content Namespace Edits,Female,1,2
0,5,20,User Namespace Edits,Unknown,1,2
2,5,309,Talk Namespace Edits,Unknown,1,2
3,5,13,User Talk Namespace Edits,Unknown,1,2
4,5,6918,Content Namespace Edits,Unknown,1,2
0,6,46,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
3,6,13,User Talk Namespace Edits,Male,1,2
4,6,93,Content Namespace Edits,Male,1,2
0,5,3,User Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,64,Content Namespace Edits,Unknown,1,2
0,6,7,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,23,User Talk Namespace Edits,Male,1,2
4,6,90,Content Namespace Edits,Male,1,2
0,6,778,User Namespace Edits,Male,1,2
1,6,2339,Wikipedia Namespace Edits,Male,1,2
2,6,919,Talk Namespace Edits,Male,1,2
3,6,1205,User Talk Namespace Edits,Male,1,2
4,6,26627,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,284,Content Namespace Edits,Male,1,2
0,7,13,User Namespace Edits,Female,1,2
4,7,37,Content Namespace Edits,Female,1,2
7,9,8,Female,Edits in WikiProjects related to Women,2,3
0,5,104,User Namespace Edits,Unknown,1,2
0,7,38,User Namespace Edits,Female,1,2
3,7,3,User Talk Namespace Edits,Female,1,2
4,7,13,Content Namespace Edits,Female,1,2
0,6,32,User Namespace Edits,Male,1,2
2,6,5,Talk Namespace Edits,Male,1,2
3,6,12,User Talk Namespace Edits,Male,1,2
4,6,52,Content Namespace Edits,Male,1,2
0,5,164,User Namespace Edits,Unknown,1,2
1,5,1777,Wikipedia Namespace Edits,Unknown,1,2
2,5,474,Talk Namespace Edits,Unknown,1,2
3,5,2779,User Talk Namespace Edits,Unknown,1,2
4,5,12002,Content Namespace Edits,Unknown,1,2
5,8,12,Unknown,Edits in Pages related to Women,2,3
0,6,21,User Namespace Edits,Male,1,2
1,6,11,Wikipedia Namespace Edits,Male,1,2
2,6,49,Talk Namespace Edits,Male,1,2
3,6,23,User Talk Namespace Edits,Male,1,2
4,6,1196,Content Namespace Edits,Male,1,2
6,8,1,Male,Edits in Pages related to Women,2,3
0,6,22,User Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,371,Content Namespace Edits,Male,1,2
0,6,28,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,34,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,60,Content Namespace Edits,Male,1,2
0,5,15,User Namespace Edits,Unknown,1,2
4,5,90,Content Namespace Edits,Unknown,1,2
0,6,17,User Namespace Edits,Male,1,2
1,6,27,Wikipedia Namespace Edits,Male,1,2
2,6,44,Talk Namespace Edits,Male,1,2
3,6,49,User Talk Namespace Edits,Male,1,2
4,6,1456,Content Namespace Edits,Male,1,2
0,6,53,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
3,6,10,User Talk Namespace Edits,Male,1,2
4,6,276,Content Namespace Edits,Male,1,2
0,6,30,User Namespace Edits,Male,1,2
1,6,10,Wikipedia Namespace Edits,Male,1,2
2,6,21,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,425,Content Namespace Edits,Male,1,2
0,5,3,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,151,Content Namespace Edits,Unknown,1,2
0,6,65,User Namespace Edits,Male,1,2
3,6,9,User Talk Namespace Edits,Male,1,2
4,6,763,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,20,Talk Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,40,Content Namespace Edits,Male,1,2
0,6,18,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
4,6,54,Content Namespace Edits,Male,1,2
0,6,149,User Namespace Edits,Male,1,2
1,6,203,Wikipedia Namespace Edits,Male,1,2
2,6,124,Talk Namespace Edits,Male,1,2
3,6,220,User Talk Namespace Edits,Male,1,2
4,6,1739,Content Namespace Edits,Male,1,2
0,5,8,User Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,41,Content Namespace Edits,Unknown,1,2
0,6,69,User Namespace Edits,Male,1,2
1,6,7,Wikipedia Namespace Edits,Male,1,2
2,6,62,Talk Namespace Edits,Male,1,2
3,6,35,User Talk Namespace Edits,Male,1,2
4,6,1582,Content Namespace Edits,Male,1,2
0,6,33,User Namespace Edits,Male,1,2
1,6,16,Wikipedia Namespace Edits,Male,1,2
2,6,20,Talk Namespace Edits,Male,1,2
3,6,11,User Talk Namespace Edits,Male,1,2
4,6,613,Content Namespace Edits,Male,1,2
0,5,1,User Namespace Edits,Unknown,1,2
4,5,138,Content Namespace Edits,Unknown,1,2
0,6,1,User Namespace Edits,Male,1,2
1,6,11,Wikipedia Namespace Edits,Male,1,2
2,6,9,Talk Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,603,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
1,6,6,Wikipedia Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,370,Content Namespace Edits,Male,1,2
0,6,91,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,14,Talk Namespace Edits,Male,1,2
3,6,21,User Talk Namespace Edits,Male,1,2
4,6,23,Content Namespace Edits,Male,1,2
0,5,267,User Namespace Edits,Unknown,1,2
1,5,5,Wikipedia Namespace Edits,Unknown,1,2
2,5,10,Talk Namespace Edits,Unknown,1,2
3,5,25,User Talk Namespace Edits,Unknown,1,2
4,5,694,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,3,Talk Namespace Edits,Unknown,1,2
3,5,4,User Talk Namespace Edits,Unknown,1,2
4,5,98,Content Namespace Edits,Unknown,1,2
0,7,5,User Namespace Edits,Female,1,2
1,7,57,Wikipedia Namespace Edits,Female,1,2
4,7,148,Content Namespace Edits,Female,1,2
7,8,2,Female,Edits in Pages related to Women,2,3
7,9,2,Female,Edits in WikiProjects related to Women,2,3
0,5,48,User Namespace Edits,Unknown,1,2
3,5,5,User Talk Namespace Edits,Unknown,1,2
4,5,5,Content Namespace Edits,Unknown,1,2
0,5,517,User Namespace Edits,Unknown,1,2
1,5,126,Wikipedia Namespace Edits,Unknown,1,2
2,5,110,Talk Namespace Edits,Unknown,1,2
3,5,403,User Talk Namespace Edits,Unknown,1,2
4,5,7990,Content Namespace Edits,Unknown,1,2
0,5,2,User Namespace Edits,Unknown,1,2
2,5,15,Talk Namespace Edits,Unknown,1,2
4,5,117,Content Namespace Edits,Unknown,1,2
0,5,45,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,3,Talk Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,348,Content Namespace Edits,Unknown,1,2
0,6,93,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,17,Talk Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,544,Content Namespace Edits,Male,1,2
0,6,35,User Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
4,6,111,Content Namespace Edits,Male,1,2
0,5,89,User Namespace Edits,Unknown,1,2
1,5,29,Wikipedia Namespace Edits,Unknown,1,2
2,5,37,Talk Namespace Edits,Unknown,1,2
3,5,102,User Talk Namespace Edits,Unknown,1,2
4,5,1444,Content Namespace Edits,Unknown,1,2
0,6,11,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,16,Talk Namespace Edits,Male,1,2
3,6,14,User Talk Namespace Edits,Male,1,2
4,6,242,Content Namespace Edits,Male,1,2
0,6,16,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,39,Content Namespace Edits,Male,1,2
0,5,2,User Namespace Edits,Unknown,1,2
4,5,84,Content Namespace Edits,Unknown,1,2
0,5,21,User Namespace Edits,Unknown,1,2
3,5,14,User Talk Namespace Edits,Unknown,1,2
4,5,3507,Content Namespace Edits,Unknown,1,2
0,5,52,User Namespace Edits,Unknown,1,2
4,5,7,Content Namespace Edits,Unknown,1,2
0,7,1,User Namespace Edits,Female,1,2
4,7,71,Content Namespace Edits,Female,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
4,6,135,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
4,6,513,Content Namespace Edits,Male,1,2
0,6,234,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,8,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,28,Content Namespace Edits,Male,1,2
0,5,50,User Namespace Edits,Unknown,1,2
2,5,35,Talk Namespace Edits,Unknown,1,2
3,5,9,User Talk Namespace Edits,Unknown,1,2
4,5,194,Content Namespace Edits,Unknown,1,2
0,7,145,User Namespace Edits,Female,1,2
2,7,7,Talk Namespace Edits,Female,1,2
4,7,50,Content Namespace Edits,Female,1,2
0,7,24,User Namespace Edits,Female,1,2
2,7,2,Talk Namespace Edits,Female,1,2
4,7,28,Content Namespace Edits,Female,1,2
0,7,1,User Namespace Edits,Female,1,2
1,7,4,Wikipedia Namespace Edits,Female,1,2
2,7,5,Talk Namespace Edits,Female,1,2
3,7,6,User Talk Namespace Edits,Female,1,2
4,7,77,Content Namespace Edits,Female,1,2
0,7,2,User Namespace Edits,Female,1,2
2,7,1,Talk Namespace Edits,Female,1,2
4,7,72,Content Namespace Edits,Female,1,2
0,6,15,User Namespace Edits,Male,1,2
2,6,10,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,222,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,57,Content Namespace Edits,Male,1,2
0,6,19,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,11,User Talk Namespace Edits,Male,1,2
4,6,4054,Content Namespace Edits,Male,1,2
0,5,68,User Namespace Edits,Unknown,1,2
1,5,44,Wikipedia Namespace Edits,Unknown,1,2
2,5,112,Talk Namespace Edits,Unknown,1,2
3,5,61,User Talk Namespace Edits,Unknown,1,2
4,5,354,Content Namespace Edits,Unknown,1,2
0,6,6,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,60,Talk Namespace Edits,Male,1,2
3,6,25,User Talk Namespace Edits,Male,1,2
4,6,221,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
4,6,60,Content Namespace Edits,Male,1,2
0,7,25,User Namespace Edits,Female,1,2
3,7,11,User Talk Namespace Edits,Female,1,2
4,7,31,Content Namespace Edits,Female,1,2
0,7,23,User Namespace Edits,Female,1,2
1,7,8,Wikipedia Namespace Edits,Female,1,2
2,7,7,Talk Namespace Edits,Female,1,2
3,7,42,User Talk Namespace Edits,Female,1,2
4,7,185,Content Namespace Edits,Female,1,2
0,5,1,User Namespace Edits,Unknown,1,2
1,5,7,Wikipedia Namespace Edits,Unknown,1,2
2,5,16,Talk Namespace Edits,Unknown,1,2
3,5,65,User Talk Namespace Edits,Unknown,1,2
4,5,15795,Content Namespace Edits,Unknown,1,2
0,5,10,User Namespace Edits,Unknown,1,2
2,5,3,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,116,Content Namespace Edits,Unknown,1,2
0,6,25,User Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
4,6,421,Content Namespace Edits,Male,1,2
0,6,14,User Namespace Edits,Male,1,2
2,6,13,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,34,Content Namespace Edits,Male,1,2
0,5,2,User Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,99,Content Namespace Edits,Unknown,1,2
0,6,134,User Namespace Edits,Male,1,2
1,6,140,Wikipedia Namespace Edits,Male,1,2
2,6,294,Talk Namespace Edits,Male,1,2
3,6,221,User Talk Namespace Edits,Male,1,2
4,6,2999,Content Namespace Edits,Male,1,2
6,8,9,Male,Edits in Pages related to Women,2,3
0,6,34,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
4,6,213,Content Namespace Edits,Male,1,2
0,7,1,User Namespace Edits,Female,1,2
4,7,92,Content Namespace Edits,Female,1,2
0,5,1,User Namespace Edits,Unknown,1,2
1,5,36,Wikipedia Namespace Edits,Unknown,1,2
4,5,14,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
4,5,115,Content Namespace Edits,Unknown,1,2
0,5,49,User Namespace Edits,Unknown,1,2
1,5,4,Wikipedia Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,15,Content Namespace Edits,Unknown,1,2
0,5,2,User Namespace Edits,Unknown,1,2
3,5,28,User Talk Namespace Edits,Unknown,1,2
4,5,39,Content Namespace Edits,Unknown,1,2
0,6,7,User Namespace Edits,Male,1,2
4,6,79,Content Namespace Edits,Male,1,2
0,6,162,User Namespace Edits,Male,1,2
1,6,147,Wikipedia Namespace Edits,Male,1,2
2,6,95,Talk Namespace Edits,Male,1,2
3,6,1356,User Talk Namespace Edits,Male,1,2
4,6,71409,Content Namespace Edits,Male,1,2
6,8,5,Male,Edits in Pages related to Women,2,3
0,6,1,User Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,56,Content Namespace Edits,Male,1,2
0,6,8,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,14,Talk Namespace Edits,Male,1,2
3,6,15,User Talk Namespace Edits,Male,1,2
4,6,145,Content Namespace Edits,Male,1,2
0,5,2,User Namespace Edits,Unknown,1,2
4,5,239,Content Namespace Edits,Unknown,1,2
0,6,25,User Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,23,Content Namespace Edits,Male,1,2
0,6,12,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,37,Content Namespace Edits,Male,1,2
0,6,24,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,18,Talk Namespace Edits,Male,1,2
3,6,10,User Talk Namespace Edits,Male,1,2
4,6,260,Content Namespace Edits,Male,1,2
0,6,95,User Namespace Edits,Male,1,2
1,6,10,Wikipedia Namespace Edits,Male,1,2
2,6,17,Talk Namespace Edits,Male,1,2
3,6,76,User Talk Namespace Edits,Male,1,2
4,6,15179,Content Namespace Edits,Male,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,6,Talk Namespace Edits,Unknown,1,2
3,5,11,User Talk Namespace Edits,Unknown,1,2
4,5,121,Content Namespace Edits,Unknown,1,2
0,6,1,User Namespace Edits,Male,1,2
1,6,6,Wikipedia Namespace Edits,Male,1,2
3,6,25,User Talk Namespace Edits,Male,1,2
4,6,37,Content Namespace Edits,Male,1,2
0,6,29,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,179,Content Namespace Edits,Male,1,2
0,6,4,User Namespace Edits,Male,1,2
1,6,6,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,32,User Talk Namespace Edits,Male,1,2
4,6,239,Content Namespace Edits,Male,1,2
0,5,6,User Namespace Edits,Unknown,1,2
4,5,235,Content Namespace Edits,Unknown,1,2
0,6,43,User Namespace Edits,Male,1,2
2,6,35,Talk Namespace Edits,Male,1,2
3,6,17,User Talk Namespace Edits,Male,1,2
4,6,3222,Content Namespace Edits,Male,1,2
0,5,27,User Namespace Edits,Unknown,1,2
1,5,16,Wikipedia Namespace Edits,Unknown,1,2
2,5,158,Talk Namespace Edits,Unknown,1,2
3,5,56,User Talk Namespace Edits,Unknown,1,2
4,5,407,Content Namespace Edits,Unknown,1,2
0,6,140,User Namespace Edits,Male,1,2
1,6,710,Wikipedia Namespace Edits,Male,1,2
2,6,117,Talk Namespace Edits,Male,1,2
3,6,2909,User Talk Namespace Edits,Male,1,2
4,6,11665,Content Namespace Edits,Male,1,2
0,7,5,User Namespace Edits,Female,1,2
1,7,5,Wikipedia Namespace Edits,Female,1,2
3,7,3,User Talk Namespace Edits,Female,1,2
4,7,90,Content Namespace Edits,Female,1,2
0,6,148,User Namespace Edits,Male,1,2
1,6,34,Wikipedia Namespace Edits,Male,1,2
2,6,57,Talk Namespace Edits,Male,1,2
3,6,91,User Talk Namespace Edits,Male,1,2
4,6,1982,Content Namespace Edits,Male,1,2
0,5,89,User Namespace Edits,Unknown,1,2
0,6,4,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
4,6,754,Content Namespace Edits,Male,1,2
0,5,29,User Namespace Edits,Unknown,1,2
2,5,4,Talk Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,219,Content Namespace Edits,Unknown,1,2
0,5,65,User Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,54,Content Namespace Edits,Unknown,1,2
0,5,38,User Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,26,Content Namespace Edits,Unknown,1,2
0,5,2,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,19,Talk Namespace Edits,Unknown,1,2
3,5,16,User Talk Namespace Edits,Unknown,1,2
4,5,1228,Content Namespace Edits,Unknown,1,2
0,5,16,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,28,User Talk Namespace Edits,Unknown,1,2
4,5,40,Content Namespace Edits,Unknown,1,2
0,6,2,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,38,Content Namespace Edits,Male,1,2
0,6,21,User Namespace Edits,Male,1,2
1,6,13,Wikipedia Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,70,Content Namespace Edits,Male,1,2
0,5,7,User Namespace Edits,Unknown,1,2
1,5,75,Wikipedia Namespace Edits,Unknown,1,2
2,5,58,Talk Namespace Edits,Unknown,1,2
3,5,97,User Talk Namespace Edits,Unknown,1,2
4,5,1442,Content Namespace Edits,Unknown,1,2
0,5,13,User Namespace Edits,Unknown,1,2
3,5,8,User Talk Namespace Edits,Unknown,1,2
4,5,48,Content Namespace Edits,Unknown,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,18,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,159,Content Namespace Edits,Male,1,2
0,5,289,User Namespace Edits,Unknown,1,2
1,5,123,Wikipedia Namespace Edits,Unknown,1,2
2,5,155,Talk Namespace Edits,Unknown,1,2
3,5,209,User Talk Namespace Edits,Unknown,1,2
4,5,517,Content Namespace Edits,Unknown,1,2
0,6,17,User Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,62,Content Namespace Edits,Male,1,2
0,6,8,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,170,Content Namespace Edits,Male,1,2
0,5,173,User Namespace Edits,Unknown,1,2
1,5,4,Wikipedia Namespace Edits,Unknown,1,2
2,5,141,Talk Namespace Edits,Unknown,1,2
3,5,117,User Talk Namespace Edits,Unknown,1,2
4,5,7888,Content Namespace Edits,Unknown,1,2
0,6,33,User Namespace Edits,Male,1,2
1,6,8,Wikipedia Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,309,Content Namespace Edits,Male,1,2
0,5,4,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,4,User Talk Namespace Edits,Unknown,1,2
4,5,76,Content Namespace Edits,Unknown,1,2
0,6,4,User Namespace Edits,Male,1,2
4,6,48,Content Namespace Edits,Male,1,2
0,5,124,User Namespace Edits,Unknown,1,2
2,5,4,Talk Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,393,Content Namespace Edits,Unknown,1,2
0,6,4,User Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
4,6,95,Content Namespace Edits,Male,1,2
0,5,23,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,16,Talk Namespace Edits,Unknown,1,2
3,5,4,User Talk Namespace Edits,Unknown,1,2
4,5,33,Content Namespace Edits,Unknown,1,2
0,5,86,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
3,5,21,User Talk Namespace Edits,Unknown,1,2
4,5,47,Content Namespace Edits,Unknown,1,2
0,5,4,User Namespace Edits,Unknown,1,2
2,5,4,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,116,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
1,5,8,Wikipedia Namespace Edits,Unknown,1,2
2,5,8,Talk Namespace Edits,Unknown,1,2
3,5,91,User Talk Namespace Edits,Unknown,1,2
4,5,151,Content Namespace Edits,Unknown,1,2
0,5,3,User Namespace Edits,Unknown,1,2
4,5,64,Content Namespace Edits,Unknown,1,2
0,7,11,User Namespace Edits,Female,1,2
1,7,5,Wikipedia Namespace Edits,Female,1,2
2,7,1,Talk Namespace Edits,Female,1,2
3,7,33,User Talk Namespace Edits,Female,1,2
4,7,343,Content Namespace Edits,Female,1,2
0,6,19,User Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,8,Content Namespace Edits,Male,1,2
0,5,54,User Namespace Edits,Unknown,1,2
4,5,86,Content Namespace Edits,Unknown,1,2
0,5,18,User Namespace Edits,Unknown,1,2
1,5,14,Wikipedia Namespace Edits,Unknown,1,2
2,5,3,Talk Namespace Edits,Unknown,1,2
3,5,17,User Talk Namespace Edits,Unknown,1,2
0,6,2,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,168,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,316,Content Namespace Edits,Male,1,2
0,6,13,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
4,6,120,Content Namespace Edits,Male,1,2
0,7,5,User Namespace Edits,Female,1,2
4,7,45,Content Namespace Edits,Female,1,2
0,5,6,User Namespace Edits,Unknown,1,2
4,5,44,Content Namespace Edits,Unknown,1,2
0,5,2,User Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,48,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,4,Talk Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,65,Content Namespace Edits,Unknown,1,2
0,5,9,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
3,5,15,User Talk Namespace Edits,Unknown,1,2
4,5,81,Content Namespace Edits,Unknown,1,2
0,5,53,User Namespace Edits,Unknown,1,2
0,6,260,User Namespace Edits,Male,1,2
1,6,42,Wikipedia Namespace Edits,Male,1,2
3,6,22,User Talk Namespace Edits,Male,1,2
4,6,33,Content Namespace Edits,Male,1,2
0,5,78,User Namespace Edits,Unknown,1,2
2,5,65,Talk Namespace Edits,Unknown,1,2
3,5,26,User Talk Namespace Edits,Unknown,1,2
4,5,143,Content Namespace Edits,Unknown,1,2
0,6,3,User Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,57,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,40,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
4,6,62,Content Namespace Edits,Male,1,2
0,7,2,User Namespace Edits,Female,1,2
1,7,1,Wikipedia Namespace Edits,Female,1,2
2,7,2,Talk Namespace Edits,Female,1,2
3,7,5,User Talk Namespace Edits,Female,1,2
4,7,42,Content Namespace Edits,Female,1,2
0,6,55,User Namespace Edits,Male,1,2
1,6,302,Wikipedia Namespace Edits,Male,1,2
2,6,718,Talk Namespace Edits,Male,1,2
3,6,536,User Talk Namespace Edits,Male,1,2
4,6,10736,Content Namespace Edits,Male,1,2
0,6,7,User Namespace Edits,Male,1,2
2,6,20,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,823,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
2,6,13,Talk Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,179,Content Namespace Edits,Male,1,2
0,5,194,User Namespace Edits,Unknown,1,2
1,5,16,Wikipedia Namespace Edits,Unknown,1,2
2,5,173,Talk Namespace Edits,Unknown,1,2
3,5,487,User Talk Namespace Edits,Unknown,1,2
4,5,5954,Content Namespace Edits,Unknown,1,2
0,5,75,User Namespace Edits,Unknown,1,2
1,5,39,Wikipedia Namespace Edits,Unknown,1,2
2,5,17,Talk Namespace Edits,Unknown,1,2
3,5,200,User Talk Namespace Edits,Unknown,1,2
4,5,1304,Content Namespace Edits,Unknown,1,2
0,7,3,User Namespace Edits,Female,1,2
1,7,1,Wikipedia Namespace Edits,Female,1,2
2,7,9,Talk Namespace Edits,Female,1,2
3,7,1,User Talk Namespace Edits,Female,1,2
4,7,120,Content Namespace Edits,Female,1,2
0,6,21,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
